1,0,서울특별시 강남구 역삼2동 758-7,37.49732302,127.0480488
1,0,서울특별시 강남구 역삼2동 760-4,37.49689914,127.0470929
1,0,서울특별시 강남구 역삼2동 760-7,37.49665166,127.0472433
1,0,서울특별시 강남구 역삼2동 760-7,37.49665166,127.0472433
1,0,서울특별시 강남구 역삼2동 760,37.49695527,127.0465997
1,0,서울특별시 강남구 역삼2동 760-5,37.49680244,127.0467663
1,0,서울특별시 강남구 역삼2동 760-19,37.49655672,127.0468895
1,0,서울특별시 강남구 역삼2동 761-26,37.49599736,127.0467935
1,0,서울특별시 강남구 역삼2동 761-26,37.49599736,127.0467935
1,0,서울특별시 강남구 역삼2동 764,37.49652885,127.0499989
1,0,서울특별시 강남구 역삼2동 764,37.49652885,127.0499989
1,0,서울특별시 강남구 역삼2동 780-36,37.49498039,127.0438077
1,0,서울특별시 강남구 청담동 38-19,37.51833574,127.0424176
1,0,서울특별시 강남구 청담동 42,37.51790594,127.0427293
1,0,서울특별시 강남구 청담동 37-17,37.51844855,127.0429042
1,0,서울특별시 강남구 청담동 37-17,37.51844855,127.0429042
1,0,서울특별시 강남구 청담동 37-16,37.51868475,127.0429774
1,0,서울특별시 강남구 청담동 37-14,37.51864456,127.0431971
1,0,서울특별시 강남구 청담동 37-14,37.51864456,127.0431971
1,0,서울특별시 강남구 청담동 38-9,37.51906802,127.0427966
1,0,서울특별시 강남구 청담동 26-39,37.51925935,127.0434711
1,0,서울특별시 강남구 청담동 26-41,37.51920664,127.0437758
1,0,서울특별시 강남구 청담동 26-43,37.51915508,127.0440804
1,0,서울특별시 강남구 청담동 43,37.5181326,127.0439726
1,0,서울특별시 강남구 청담동 37-15,37.51845074,127.0431395
1,0,서울특별시 강남구 청담동 43,37.5181326,127.0439726
1,0,서울특별시 강남구 청담동 43,37.5181326,127.0439726
1,0,서울특별시 강남구 청담동 37-9,37.51873014,127.04411
1,0,서울특별시 강남구 청담동 36,37.51917465,127.0445398
1,0,서울특별시 강남구 청담동 36,37.51917465,127.0445398
1,0,서울특별시 강남구 청담동 36,37.51917465,127.0445398
1,0,서울특별시 강남구 청담동 (언북초등)27,37.51996013,127.045602
1,0,서울특별시 강남구 청담동 (언북초등)27,37.51996013,127.045602
1,0,서울특별시 강남구 청담동 35-48,37.51888446,127.0453147
1,0,서울특별시 강남구 청담동 35-48,37.51888446,127.0453147
1,0,서울특별시 강남구 청담동 43-1,37.51837247,127.0444506
1,0,서울특별시 강남구 청담동 43-1,37.51837247,127.0444506
1,0,서울특별시 강남구 청담동 44,37.51854187,127.0449863
1,0,서울특별시 강남구 청담동 44-19,37.51841969,127.0450185
1,0,서울특별시 강남구 청담동 44-15,37.51820074,127.045158
1,0,서울특별시 강남구 청담동 117-8,37.52569294,127.0477993
1,0,서울특별시 강남구 청담동 117-10,37.52554757,127.0477196
1,0,서울특별시 강남구 청담동 117-6,37.52589675,127.0480671
1,0,서울특별시 강남구 청담동 117-3,37.52628068,127.0481821
1,0,서울특별시 강남구 청담동 117-3,37.52628068,127.0481821
1,0,서울특별시 강남구 청담동 121-61,37.52647178,127.0488387
1,0,서울특별시 강남구 청담동 117-22,37.52667249,127.0484992
1,0,서울특별시 강남구 청담동 117-22,37.52667249,127.0484992
1,0,서울특별시 강남구 청담동 112-14,37.52693634,127.0489279
1,0,서울특별시 강남구 청담동 112-12,37.52700068,127.0491343
1,0,서울특별시 강남구 청담동 121,37.5266837,127.04892
1,0,서울특별시 강남구 청담동 113-16,37.52726191,127.0487426
1,0,서울특별시 강남구 청담동 112-7,37.52728981,127.0492735
1,0,서울특별시 강남구 청담동 112-9,37.52735852,127.0490553
1,0,서울특별시 강남구 청담동 113-16,37.52726191,127.0487426
1,0,서울특별시 강남구 청담동 112-6,37.52745997,127.0493237
1,0,서울특별시 강남구 청담동 112-1,37.52765749,127.0491896
1,0,서울특별시 강남구 청담동 105-1,37.52795288,127.0493021
1,0,서울특별시 강남구 청담동 105,37.52814385,127.049499
1,0,서울특별시 강남구 청담동 105-1,37.52795288,127.0493021
